1990,-5.43
1991,37.22
1992,4.03
1993,89.27
1994,-11.34
1995,-5.13
1996,9.33
1997,-15.4
1998,-20.54
1999,64.66
2000,-32.0
2001,-2.3
2002,-6.3
2003,55.47
2004,29.39
2005,36.06
2006,33.57
2007,40.45
2008,-53.76
2009,81.87
2010,22.73
2011,-18.74
2012,19.33
2013,0.06
2014,0.01
2015,-11.14
2016,10.46
2017,35.67
2018,-13.9
2019,16.9
2020,18.17
2021,2.34
2022,-17.76
2023,12.48
2024,6.44
2025,29.6
